Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed
SHIP017479,Kolkata,Hyderabad,2024-04-19,2024-04-24,2024-04-25,Container,1754,Clear,Moderate,Yes
SHIP017480,Hyderabad,Delhi,2024-05-25,2024-05-27,2024-05-28,Container,786,Rain,Light,Yes
SHIP017481,Delhi,Hyderabad,2023-12-25,2023-12-27,2023-12-27,Container,854,Clear,Light,No
SHIP017482,Jaipur,Lucknow,2024-05-18,2024-05-22,2024-05-23,Truck,1271,Rain,Light,Yes
SHIP017483,Jaipur,Pune,2023-12-24,2023-12-30,2023-12-30,Container,1950,Clear,Light,No
SHIP017484,Delhi,Ahmedabad,2023-06-05,2023-06-08,2023-06-12,,1053,Fog,Heavy,Yes
SHIP017485,Ahmedabad,Lucknow,2023-11-10,2023-11-16,2023-11-16,Lorry,1878,Clear,Light,No
SHIP017486,Pune,Bangalore,2023-12-25,2023-12-29,2023-12-28,Truck,923,Clear,Moderate,Yes
SHIP017487,Pune,Chennai,2024-02-06,2024-02-11,2024-02-11,Lorry,1700,Clear,Light,No
SHIP017488,Bangalore,Jaipur,2023-05-16,2023-05-19,2023-05-20,Truck,1131,Clear,Moderate,Yes
SHIP017489,Kolkata,Chennai,2023-09-08,2023-09-14,2023-09-18,Container,1805,Clear,Light,Yes
SHIP017490,Jaipur,Mumbai,2023-10-05,2023-10-10,2023-10-10,Lorry,1581,Clear,Light,No
SHIP017491,Pune,Ahmedabad,2024-03-02,2024-03-06,2024-03-10,Container,1492,Clear,Light,Yes
SHIP017492,Chennai,Lucknow,2023-04-08,2023-04-12,2023-04-14,Lorry,1290,Clear,Heavy,Yes
SHIP017493,Mumbai,Ahmedabad,2023-01-13,2023-01-15,2023-01-20,Container,617,Clear,Heavy,Yes
SHIP017494,Ahmedabad,Kolkata,2023-10-11,2023-10-14,2023-10-13,Truck,697,Clear,Moderate,Yes
SHIP017495,Ahmedabad,Chennai,2023-10-24,2023-10-28,2023-10-28,Container,1286,Clear,Light,No
SHIP017496,Chennai,Ahmedabad,2023-11-23,2023-11-26,2023-11-26,Container,1149,Clear,Light,No
SHIP017497,Jaipur,Mumbai,2023-12-08,2023-12-10,2023-12-11,Trailer,749,Clear,Moderate,Yes
SHIP017498,Ahmedabad,Hyderabad,2024-03-07,2024-03-11,2024-03-12,Trailer,1240,Clear,Moderate,Yes
SHIP017499,Ahmedabad,Jaipur,2023-06-08,2023-06-09,2023-06-14,Truck,251,Clear,Light,Yes
SHIP017500,Kolkata,Lucknow,2023-10-15,2023-10-16,2023-10-16,Container,594,Clear,Light,No
SHIP017501,Pune,Kolkata,2024-05-08,2024-05-11,2024-05-17,Truck,1104,Clear,Heavy,Yes
SHIP017502,Mumbai,Bangalore,2023-04-29,2023-05-03,2023-05-03,Lorry,1377,Clear,Light,No
SHIP017503,Bangalore,Pune,2023-04-11,2023-04-17,2023-04-18,Container,1868,Rain,Light,Yes
SHIP017504,Delhi,Jaipur,2024-01-07,2024-01-09,2024-01-10,Container,885,Clear,Moderate,Yes
SHIP017505,Chennai,Delhi,2023-10-31,2023-11-06,2023-11-08,Container,1987,Clear,Heavy,Yes
SHIP017506,Pune,Bangalore,2023-02-28,2023-03-04,2023-03-06,Lorry,1374,Clear,Heavy,Yes
SHIP017507,Hyderabad,Bangalore,2023-01-18,2023-01-19,2023-01-25,Trailer,491,Rain,Moderate,Yes
SHIP017508,Chennai,Mumbai,2023-04-23,2023-04-27,2023-04-29,Truck,1255,Clear,Heavy,Yes
SHIP017509,Kolkata,Lucknow,2024-01-28,2024-02-01,2024-02-03,Lorry,1216,Clear,Heavy,Yes
SHIP017510,Delhi,Mumbai,2024-02-12,2024-02-14,2024-02-14,Trailer,891,Clear,Light,No
SHIP017511,Bangalore,Hyderabad,2023-08-06,2023-08-07,2023-08-14,Truck,373,Clear,Heavy,Yes
SHIP017512,Bangalore,Hyderabad,2024-04-03,2024-04-07,2024-04-07,Container,1216,Clear,Light,No
SHIP017513,Ahmedabad,Delhi,2023-10-01,2023-10-04,2023-10-11,,946,Rain,Moderate,Yes
SHIP017514,Bangalore,Kolkata,2023-09-29,2023-09-30,2023-10-01,Truck,249,Rain,Light,Yes
SHIP017515,Pune,Chennai,2023-09-11,2023-09-15,2023-09-16,Truck,1326,Clear,Moderate,Yes
SHIP017516,Kolkata,Ahmedabad,2023-11-05,2023-11-10,2023-11-10,Trailer,1526,Clear,Light,No
SHIP017517,Mumbai,Kolkata,2023-04-06,2023-04-11,2023-04-14,Trailer,1785,Clear,Moderate,Yes
SHIP017518,Ahmedabad,Hyderabad,2023-02-07,2023-02-08,2023-02-08,Lorry,418,Clear,Light,No
SHIP017519,Kolkata,Bangalore,2023-07-07,2023-07-08,2023-07-08,Truck,233,Clear,Light,No
SHIP017520,Delhi,Bangalore,2023-11-27,2023-12-01,2023-12-01,Trailer,1255,Clear,Light,No
SHIP017521,Bangalore,Lucknow,2023-03-26,2023-03-28,2023-03-29,Trailer,855,Clear,Moderate,Yes
SHIP017522,Chennai,Kolkata,2024-05-05,2024-05-06,2024-05-09,Truck,594,Fog,Moderate,Yes
SHIP017523,Lucknow,Pune,2024-05-12,2024-05-14,2024-05-23,Lorry,834,Storm,Moderate,Yes
SHIP017524,Pune,Hyderabad,2024-03-17,2024-03-19,2024-03-21,Truck,651,Clear,Light,Yes
SHIP017525,Kolkata,Chennai,2023-07-10,2023-07-12,2023-07-12,Truck,731,Clear,Light,No
SHIP017526,Ahmedabad,Chennai,2023-09-05,2023-09-11,2023-09-13,Truck,1978,Clear,Heavy,Yes
SHIP017527,Mumbai,Pune,2024-02-29,2024-03-02,2024-03-02,Trailer,646,Clear,Light,No
SHIP017528,Hyderabad,Ahmedabad,2024-05-09,2024-05-14,2024-05-14,Container,1756,Clear,Light,No
SHIP017529,Hyderabad,Delhi,2023-11-25,2023-12-01,2023-12-03,Lorry,1908,Clear,Heavy,Yes
SHIP017530,Bangalore,Lucknow,2023-07-22,2023-07-28,2023-08-02,Trailer,1920,Rain,Moderate,Yes
SHIP017531,Bangalore,Chennai,2023-04-04,2023-04-10,2023-04-15,Trailer,1974,Fog,Moderate,Yes
SHIP017532,Bangalore,Chennai,2023-10-19,2023-10-21,2023-10-22,Lorry,751,Clear,Moderate,Yes
SHIP017533,Ahmedabad,Hyderabad,2024-05-31,2024-06-03,2024-06-03,Container,1029,Clear,Light,No
SHIP017534,Kolkata,Ahmedabad,2023-06-14,2023-06-19,2023-06-19,Container,1522,Clear,Light,No
SHIP017535,Hyderabad,Bangalore,2023-12-13,2023-12-16,2023-12-20,Trailer,1120,Clear,Heavy,Yes
SHIP017536,Jaipur,Mumbai,2023-09-21,2023-09-22,2023-09-22,Container,474,Clear,Light,No
SHIP017537,Jaipur,Delhi,2024-05-09,2024-05-10,2024-05-13,Truck,488,Rain,Heavy,Yes
SHIP017538,Jaipur,Chennai,2024-03-19,2024-03-22,2024-03-24,Container,1079,Clear,Light,Yes
SHIP017539,Chennai,Lucknow,2023-02-11,2023-02-14,2023-02-16,Trailer,1051,Clear,Light,Yes
SHIP017540,Kolkata,Chennai,2024-04-20,2024-04-25,2024-04-28,Container,1656,Clear,Moderate,Yes
SHIP017541,Jaipur,Hyderabad,2024-05-15,2024-05-17,2024-05-21,Truck,773,Clear,Heavy,Yes
SHIP017542,Kolkata,Jaipur,2023-06-24,2023-06-25,2023-06-29,Lorry,538,Fog,Heavy,Yes
SHIP017543,Delhi,Mumbai,2023-01-15,2023-01-16,2023-01-21,Truck,459,Rain,Light,Yes
SHIP017544,Ahmedabad,Jaipur,2024-04-17,2024-04-20,2024-04-20,Truck,914,Clear,Light,No
SHIP017545,Chennai,Mumbai,2024-03-19,2024-03-23,2024-03-23,Container,1441,Clear,Light,No
SHIP017546,Bangalore,Chennai,2023-06-01,2023-06-02,2023-06-09,Truck,529,Storm,Light,Yes
SHIP017547,Bangalore,Kolkata,2023-05-06,2023-05-07,2023-05-12,Truck,360,Storm,Heavy,Yes
SHIP017548,Mumbai,Hyderabad,2023-07-17,2023-07-23,2023-07-25,Lorry,1984,Clear,Heavy,Yes
SHIP017549,Mumbai,Kolkata,2023-10-31,2023-11-02,2023-11-07,Container,781,Clear,Light,Yes
SHIP017550,Jaipur,Kolkata,2024-01-04,2024-01-08,2024-01-08,Trailer,1420,Clear,Light,No
SHIP017551,Chennai,Lucknow,2024-04-20,2024-04-21,2024-04-22,Lorry,219,Clear,Moderate,Yes
SHIP017552,Hyderabad,Delhi,2023-11-06,2023-11-10,2023-11-11,Trailer,1318,Rain,Light,Yes
SHIP017553,Chennai,Pune,2024-02-12,2024-02-15,2024-02-18,Lorry,970,Rain,Heavy,Yes
SHIP017554,Jaipur,Lucknow,2024-04-01,2024-04-05,2024-04-06,Truck,1289,Clear,Moderate,Yes
SHIP017555,Hyderabad,Lucknow,2024-03-08,2024-03-12,2024-03-12,Lorry,1461,Clear,Light,No
SHIP017556,Chennai,Lucknow,2024-02-03,2024-02-05,2024-02-13,Truck,714,Fog,Moderate,Yes
SHIP017557,Kolkata,Ahmedabad,2023-07-08,2023-07-12,2023-07-13,Truck,1462,Clear,Moderate,Yes
SHIP017558,Jaipur,Chennai,2023-06-12,2023-06-16,2023-06-16,Container,1365,Clear,Light,No
SHIP017559,Kolkata,Ahmedabad,2023-12-07,2023-12-12,2023-12-13,Lorry,1601,Clear,Moderate,Yes
SHIP017560,Kolkata,Delhi,2023-03-29,2023-04-03,2023-04-07,Container,1573,Storm,Moderate,Yes
SHIP017561,Lucknow,Delhi,2024-03-01,2024-03-07,2024-03-08,Container,1935,Clear,Moderate,Yes
SHIP017562,Chennai,Jaipur,2023-07-18,2023-07-20,2023-07-20,Lorry,621,Clear,Light,No
SHIP017563,Delhi,Mumbai,2023-09-18,2023-09-20,2023-09-22,Trailer,781,Fog,Light,Yes
SHIP017564,Bangalore,Jaipur,2023-06-11,2023-06-14,2023-06-19,Trailer,1182,Clear,Light,Yes
SHIP017565,Lucknow,Pune,2024-03-20,2024-03-25,2024-03-26,Lorry,1736,Clear,Moderate,Yes
SHIP017566,Kolkata,Lucknow,2023-01-07,2023-01-12,2023-01-16,Container,1725,Clear,Moderate,Yes
SHIP017567,Chennai,Mumbai,2023-10-21,2023-10-24,2023-10-24,Truck,1148,Clear,Light,No
SHIP017568,Bangalore,Delhi,2023-05-18,2023-05-22,2023-05-22,Trailer,1495,Clear,Light,No
SHIP017569,Pune,Hyderabad,2024-02-01,2024-02-02,2024-02-04,Lorry,491,Fog,Light,Yes
SHIP017570,Kolkata,Mumbai,2024-05-14,2024-05-18,2024-05-20,Lorry,1443,Fog,Light,Yes
SHIP017571,Chennai,Pune,2023-12-04,2023-12-06,2023-12-06,,672,Clear,Light,No
SHIP017572,Chennai,Ahmedabad,2023-11-03,2023-11-07,2023-11-11,Trailer,1312,Clear,Light,Yes
SHIP017573,Kolkata,Chennai,2023-11-28,2023-12-04,2023-12-09,Container,1918,Rain,Light,Yes
SHIP017574,Pune,Hyderabad,2023-07-02,2023-07-05,2023-07-07,Truck,972,Clear,Heavy,Yes
SHIP017575,Kolkata,Mumbai,2023-05-05,2023-05-08,2023-05-10,Trailer,1109,Clear,Light,Yes
SHIP017576,Bangalore,Jaipur,2024-01-23,2024-01-24,2024-01-26,Lorry,578,Clear,Heavy,Yes
SHIP017577,Hyderabad,Ahmedabad,2024-04-15,2024-04-16,2024-04-16,Trailer,279,Clear,Light,No
SHIP017578,Ahmedabad,Kolkata,2023-09-18,2023-09-22,2023-09-26,Truck,1229,Rain,Light,Yes
SHIP017579,Mumbai,Ahmedabad,2023-12-30,2023-12-31,2023-12-31,Container,413,Clear,Light,No
SHIP017580,Lucknow,Jaipur,2023-09-17,2023-09-18,2023-09-23,Container,281,Clear,Moderate,Yes
SHIP017581,Delhi,Mumbai,2023-12-25,2023-12-31,2024-01-03,Lorry,1867,Clear,Light,Yes
SHIP017582,Kolkata,Mumbai,2024-03-18,2024-03-20,2024-03-21,Lorry,773,Clear,Moderate,Yes
SHIP017583,Bangalore,Pune,2023-06-02,2023-06-06,2023-06-07,Trailer,1435,Rain,Light,Yes
SHIP017584,Jaipur,Bangalore,2024-04-30,2024-05-04,2024-05-08,Lorry,1374,Clear,Light,Yes
SHIP017585,Jaipur,Ahmedabad,2023-02-13,2023-02-17,2023-02-19,,1304,Clear,Heavy,Yes
SHIP017586,Hyderabad,Lucknow,2023-05-12,2023-05-15,2023-05-18,Truck,1006,Clear,Light,Yes
SHIP017587,Jaipur,Delhi,2023-05-11,2023-05-16,2023-05-17,Lorry,1593,Clear,Moderate,Yes
SHIP017588,Chennai,Mumbai,2023-08-19,2023-08-20,2023-08-26,Truck,371,Clear,Moderate,Yes
SHIP017589,Pune,Delhi,2024-05-21,2024-05-24,2024-05-27,Lorry,1152,Clear,Moderate,Yes
SHIP017590,Bangalore,Pune,2023-09-15,2023-09-21,2023-09-23,Truck,1935,Fog,Light,Yes
SHIP017591,Jaipur,Bangalore,2023-05-01,2023-05-02,2023-05-03,Truck,219,Rain,Light,Yes
SHIP017592,Lucknow,Kolkata,2023-07-27,2023-07-30,2023-07-31,Truck,947,Clear,Moderate,Yes
SHIP017593,Pune,Chennai,2023-03-25,2023-03-31,2023-03-31,Lorry,1953,Clear,Light,No
SHIP017594,Kolkata,Bangalore,2023-08-21,2023-08-22,2023-08-22,Truck,514,Clear,Light,No
SHIP017595,Chennai,Mumbai,2023-02-24,2023-02-27,2023-02-28,Container,1143,Clear,Moderate,Yes
SHIP017596,Ahmedabad,Bangalore,2023-12-13,2023-12-18,2023-12-18,Trailer,1752,Clear,Light,No
SHIP017597,Delhi,Bangalore,2023-03-06,2023-03-07,2023-03-08,Container,320,Rain,Light,Yes
SHIP017598,Ahmedabad,Hyderabad,2023-03-19,2023-03-22,2023-03-23,Truck,1138,Clear,Moderate,Yes
SHIP017599,Ahmedabad,Jaipur,2024-01-20,2024-01-24,2024-01-24,Lorry,1205,Clear,Light,No
SHIP017600,Bangalore,Hyderabad,2023-01-22,2023-01-28,2023-01-29,Container,1954,Clear,Moderate,Yes
SHIP017601,Ahmedabad,Kolkata,2023-12-24,2023-12-25,2023-12-26,Lorry,405,Clear,Moderate,Yes
SHIP017602,Lucknow,Chennai,2024-02-07,2024-02-08,2024-02-10,Container,290,Clear,Heavy,Yes
SHIP017603,Mumbai,Pune,2023-11-25,2023-11-28,2023-11-29,Container,1003,Clear,Moderate,Yes
SHIP017604,Pune,Jaipur,2023-07-21,2023-07-25,2023-08-02,Truck,1380,Rain,Heavy,Yes
SHIP017605,Jaipur,Pune,2023-06-21,2023-06-26,2023-07-02,Container,1542,Rain,Moderate,Yes
SHIP017606,Ahmedabad,Mumbai,2023-05-09,2023-05-10,2023-05-12,Lorry,266,Clear,Heavy,Yes
SHIP017607,Ahmedabad,Lucknow,2023-04-28,2023-05-04,2023-05-06,Container,1990,Fog,Light,Yes
SHIP017608,Lucknow,Jaipur,2023-04-16,2023-04-19,2023-04-20,Lorry,1057,Clear,Moderate,Yes
SHIP017609,Jaipur,Pune,2024-02-20,2024-02-21,2024-02-23,Trailer,316,Clear,Heavy,Yes
SHIP017610,Kolkata,Chennai,2024-03-23,2024-03-27,2024-03-28,Truck,1224,Clear,Moderate,Yes
SHIP017611,Bangalore,Ahmedabad,2024-06-01,2024-06-05,2024-06-05,Trailer,1298,Clear,Light,No
SHIP017612,Pune,Bangalore,2023-12-12,2023-12-18,2023-12-19,Lorry,1985,Clear,Moderate,Yes
SHIP017613,Mumbai,Chennai,2024-04-18,2024-04-23,2024-04-29,Lorry,1744,Clear,Moderate,Yes
SHIP017614,Bangalore,Jaipur,2024-01-16,2024-01-18,2024-01-19,Truck,729,Rain,Light,Yes
SHIP017615,Chennai,Bangalore,2024-02-22,2024-02-24,2024-02-26,Lorry,664,Rain,Moderate,Yes
SHIP017616,Kolkata,Bangalore,2023-05-21,2023-05-27,2023-05-28,Container,1920,Rain,Light,Yes
SHIP017617,Mumbai,Lucknow,2023-06-14,2023-06-17,2023-06-22,Lorry,1012,Fog,Moderate,Yes
SHIP017618,Ahmedabad,Hyderabad,2023-01-29,2023-02-02,2023-02-05,Container,1383,Storm,Light,Yes
SHIP017619,Chennai,Ahmedabad,2024-03-31,2024-04-05,2024-04-06,,1614,Rain,Light,Yes
SHIP017620,Pune,Delhi,2023-10-29,2023-10-30,2023-10-31,Trailer,293,Clear,Moderate,Yes
SHIP017621,Lucknow,Chennai,2024-02-29,2024-03-03,2024-03-08,Container,974,Clear,Moderate,Yes
SHIP017622,Lucknow,Mumbai,2023-08-26,2023-08-28,2023-09-02,Trailer,640,Clear,Light,Yes
SHIP017623,Jaipur,Mumbai,2023-10-10,2023-10-13,2023-10-16,Trailer,1192,Clear,Light,Yes
SHIP017624,Chennai,Bangalore,2023-01-19,2023-01-28,2023-01-21,Container,793,Rain,Moderate,Yes
SHIP017625,Chennai,Lucknow,2023-11-17,2023-11-21,2023-11-22,,1488,Clear,Moderate,Yes
SHIP017626,Delhi,Hyderabad,2023-07-29,2023-08-02,2023-08-06,Container,1499,Fog,Heavy,Yes
SHIP017627,Lucknow,Chennai,2023-05-29,2023-05-30,2023-05-30,Trailer,389,Clear,Light,No
SHIP017628,Lucknow,Hyderabad,2023-02-22,2023-02-27,2023-02-27,Container,1707,Clear,Light,No
SHIP017629,Hyderabad,Pune,2023-08-18,2023-08-19,2023-08-20,Truck,337,Clear,Moderate,Yes
SHIP017630,Ahmedabad,Mumbai,2023-05-10,2023-05-11,2023-05-13,Container,559,Clear,Heavy,Yes
SHIP017631,Jaipur,Mumbai,2023-02-15,2023-02-21,2023-02-22,Trailer,1984,Clear,Moderate,Yes
SHIP017632,Pune,Lucknow,2023-01-28,2023-02-03,2023-02-02,Container,1525,Clear,Moderate,Yes
SHIP017633,Bangalore,Chennai,2023-06-11,2023-06-17,2023-06-21,Truck,1840,Fog,Heavy,Yes
SHIP017634,Kolkata,Delhi,2024-02-10,2024-02-11,2024-02-12,Trailer,288,Rain,Light,Yes
SHIP017635,Hyderabad,Chennai,2023-05-06,2023-05-07,2023-05-08,Truck,501,Clear,Moderate,Yes
SHIP017636,Lucknow,Jaipur,2024-03-21,2024-03-26,2024-03-31,Container,1710,Rain,Light,Yes
SHIP017637,Hyderabad,Mumbai,2024-03-16,2024-03-18,2024-03-18,Lorry,629,Clear,Light,No
SHIP017638,Pune,Chennai,2023-05-03,2023-05-06,2023-05-09,Container,1093,Storm,Light,Yes
SHIP017639,Lucknow,Ahmedabad,2023-01-17,2023-01-19,2023-01-23,Trailer,838,Storm,Moderate,Yes
SHIP017640,Chennai,Bangalore,2023-10-29,2023-11-04,2023-11-04,Container,1989,Clear,Light,No
SHIP017641,Jaipur,Mumbai,2024-02-29,2024-03-04,2024-03-09,Truck,1316,Clear,Moderate,Yes
SHIP017642,Kolkata,Bangalore,2023-08-19,2023-08-23,2023-08-23,Trailer,1339,Clear,Light,No
SHIP017643,Hyderabad,Chennai,2023-12-05,2023-12-08,2023-12-08,Container,1133,Clear,Light,No
SHIP017644,Hyderabad,Chennai,2023-09-04,2023-09-09,2023-09-11,Container,1749,Rain,Moderate,Yes
SHIP017645,Pune,Mumbai,2023-01-25,2023-01-29,2023-02-03,Container,1450,Clear,Light,Yes
SHIP017646,Bangalore,Delhi,2023-07-26,2023-08-01,2023-08-01,Truck,1847,Clear,Light,No
SHIP017647,Ahmedabad,Bangalore,2024-04-16,2024-04-21,2024-04-21,Container,1717,Clear,Light,No
SHIP017648,Chennai,Hyderabad,2023-04-15,2023-04-20,2023-04-20,Trailer,1699,Clear,Light,No
SHIP017649,Chennai,Mumbai,2023-08-08,2023-08-09,2023-08-18,Container,348,Storm,Moderate,Yes
SHIP017650,Delhi,Hyderabad,2024-03-25,2024-03-29,2024-03-30,Truck,1221,Clear,Moderate,Yes
SHIP017651,Ahmedabad,Pune,2023-07-20,2023-07-26,2023-07-28,Trailer,1919,Clear,Heavy,Yes
SHIP017652,Delhi,Bangalore,2023-10-21,2023-10-23,2023-10-25,Lorry,868,Clear,Heavy,Yes
SHIP017653,Lucknow,Chennai,2023-08-28,2023-09-02,2023-09-02,,1587,Clear,Light,No
SHIP017654,Chennai,Bangalore,2023-09-19,2023-09-20,2023-09-25,Container,539,Clear,Moderate,Yes
SHIP017655,Lucknow,Kolkata,2023-03-31,2023-04-02,2023-04-03,Truck,700,Clear,Moderate,Yes
SHIP017656,Mumbai,Lucknow,2023-10-20,2023-10-21,2023-10-23,Trailer,288,Rain,Moderate,Yes
SHIP017657,Jaipur,Kolkata,2023-05-03,2023-05-08,2023-05-10,Truck,1640,Fog,Light,Yes
SHIP017658,Delhi,Kolkata,2023-12-16,2023-12-17,2023-12-20,Lorry,503,Rain,Heavy,Yes
SHIP017659,Bangalore,Delhi,2023-07-30,2023-07-31,2023-07-31,Trailer,303,Clear,Light,No
SHIP017660,Bangalore,Lucknow,2024-02-07,2024-02-12,2024-02-13,Container,1656,Clear,Moderate,Yes
SHIP017661,Ahmedabad,Bangalore,2023-03-07,2023-03-13,2023-03-15,Container,1831,Fog,Light,Yes
SHIP017662,Delhi,Hyderabad,2023-04-03,2023-04-09,2023-04-10,Lorry,1949,Clear,Moderate,Yes
SHIP017663,Delhi,Chennai,2023-11-22,2023-11-27,2023-11-27,Container,1551,Clear,Light,No
SHIP017664,Pune,Lucknow,2023-05-02,2023-05-03,2023-05-04,Container,517,Clear,Moderate,Yes
SHIP017665,Pune,Delhi,2023-01-07,2023-01-13,2023-01-14,Truck,1898,Clear,Moderate,Yes
SHIP017666,Hyderabad,Chennai,2024-03-09,2024-03-14,2024-03-14,Truck,1664,Clear,Light,No
SHIP017667,Delhi,Kolkata,2023-12-21,2023-12-23,2023-12-29,Truck,670,Rain,Light,Yes
SHIP017668,Kolkata,Hyderabad,2023-01-06,2023-01-07,2023-01-08,Lorry,476,Clear,Moderate,Yes
SHIP017669,Delhi,Lucknow,2023-12-17,2023-12-21,2023-12-23,Container,1219,Clear,Heavy,Yes
SHIP017670,Bangalore,Delhi,2024-03-29,2024-04-05,2024-04-03,Trailer,1713,Clear,Heavy,Yes
SHIP017671,Pune,Jaipur,2023-07-13,2023-07-14,2023-07-15,Lorry,348,Clear,Moderate,Yes
SHIP017672,Ahmedabad,Lucknow,2023-12-03,2023-12-05,2023-12-05,Trailer,606,Clear,Light,No
SHIP017673,Jaipur,Mumbai,2023-02-02,2023-02-11,2023-02-07,Lorry,1620,Clear,Light,Yes
SHIP017674,Chennai,Lucknow,2023-06-01,2023-06-02,2023-06-06,Container,228,Storm,Moderate,Yes
SHIP017675,Chennai,Kolkata,2023-01-10,2023-01-12,2023-01-15,Lorry,826,Clear,Moderate,Yes
SHIP017676,Chennai,Ahmedabad,2024-04-05,2024-04-06,2024-04-08,Truck,452,Fog,Light,Yes
SHIP017677,Jaipur,Chennai,2024-01-17,2024-01-18,2024-01-18,Trailer,540,Clear,Light,No
SHIP017678,Jaipur,Hyderabad,2023-10-05,2023-10-07,2023-10-13,Truck,872,Clear,Moderate,Yes
SHIP017679,Jaipur,Delhi,2023-07-30,2023-07-31,2023-08-05,Lorry,260,Clear,Heavy,Yes
SHIP017680,Pune,Delhi,2023-09-04,2023-09-09,2023-09-11,Lorry,1637,Rain,Moderate,Yes
SHIP017681,Bangalore,Chennai,2023-06-17,2023-06-18,2023-06-23,Lorry,352,Clear,Moderate,Yes
SHIP017682,Mumbai,Bangalore,2023-01-14,2023-01-18,2023-01-20,Lorry,1436,Fog,Light,Yes
SHIP017683,Chennai,Hyderabad,2023-03-10,2023-03-11,2023-03-12,Container,341,Clear,Moderate,Yes
SHIP017684,Delhi,Bangalore,2023-11-06,2023-11-07,2023-11-10,Truck,594,Rain,Light,Yes
SHIP017685,Kolkata,Bangalore,2023-03-12,2023-03-18,2023-03-18,,1869,Clear,Light,No
SHIP017686,Jaipur,Hyderabad,2023-07-18,2023-07-23,2023-07-27,Trailer,1728,Clear,Heavy,Yes
SHIP017687,Jaipur,Bangalore,2024-03-19,2024-03-21,2024-03-21,Trailer,893,Clear,Light,No
SHIP017688,Kolkata,Bangalore,2023-05-22,2023-05-24,2023-05-29,Trailer,736,Fog,Moderate,Yes
SHIP017689,Jaipur,Bangalore,2023-06-04,2023-06-09,2023-06-09,Lorry,1662,Clear,Light,No
SHIP017690,Ahmedabad,Pune,2024-03-30,2024-03-31,2024-04-01,Truck,456,Clear,Moderate,Yes
SHIP017691,Mumbai,Jaipur,2023-04-04,2023-04-06,2023-04-06,Trailer,824,Clear,Light,No
SHIP017692,Mumbai,Bangalore,2023-02-09,2023-02-12,2023-02-18,Container,909,Fog,Moderate,Yes
SHIP017693,Delhi,Ahmedabad,2023-03-13,2023-03-17,2023-03-19,Container,1356,Clear,Heavy,Yes
SHIP017694,Hyderabad,Pune,2024-01-25,2024-01-28,2024-01-30,Container,1195,Rain,Moderate,Yes
SHIP017695,Jaipur,Lucknow,2023-12-28,2024-01-03,2024-01-03,Lorry,1940,Clear,Light,No
SHIP017696,Bangalore,Hyderabad,2023-09-01,2023-09-06,2023-09-10,Container,1750,Storm,Moderate,Yes
SHIP017697,Jaipur,Delhi,2023-07-13,2023-07-19,2023-07-20,Trailer,1972,Clear,Moderate,Yes
SHIP017698,Lucknow,Chennai,2024-02-08,2024-02-09,2024-02-09,Lorry,487,Clear,Light,No
SHIP017699,Kolkata,Chennai,2023-09-26,2023-09-30,2023-09-30,Truck,1296,Clear,Light,No
SHIP017700,Delhi,Mumbai,2024-01-16,2024-01-18,2024-01-18,Container,741,Clear,Light,No
SHIP017701,Jaipur,Delhi,2023-11-21,2023-11-25,2023-11-25,Trailer,1270,Clear,Light,No
SHIP017702,Ahmedabad,Delhi,2023-12-01,2023-12-07,2023-12-06,Lorry,1719,Clear,Moderate,Yes
SHIP017703,Mumbai,Chennai,2023-08-24,2023-08-29,2023-08-30,Container,1504,Clear,Moderate,Yes
SHIP017704,Mumbai,Kolkata,2023-04-24,2023-04-30,2023-05-02,Trailer,1924,Clear,Heavy,Yes
SHIP017705,Lucknow,Kolkata,2024-04-27,2024-04-29,2024-05-03,Lorry,601,Clear,Light,Yes
SHIP017706,Ahmedabad,Bangalore,2023-01-19,2023-01-23,2023-01-26,Trailer,1413,Clear,Moderate,Yes
SHIP017707,Lucknow,Pune,2023-08-31,2023-09-03,2023-09-04,Truck,1177,Clear,Moderate,Yes
SHIP017708,Mumbai,Hyderabad,2023-11-28,2023-11-30,2023-12-01,Truck,868,Clear,Moderate,Yes
SHIP017709,Pune,Kolkata,2023-09-29,2023-10-02,2023-10-04,Lorry,1132,Clear,Heavy,Yes
SHIP017710,Jaipur,Kolkata,2023-02-21,2023-02-25,2023-02-25,Truck,1299,Clear,Light,No
SHIP017711,Hyderabad,Pune,2023-01-06,2023-01-10,2023-01-16,Container,1499,Storm,Light,Yes
SHIP017712,Hyderabad,Jaipur,2023-02-01,2023-02-07,2023-02-07,Container,1988,Clear,Light,No
SHIP017713,Pune,Ahmedabad,2024-04-17,2024-04-19,2024-04-20,Trailer,825,Clear,Moderate,Yes
SHIP017714,Pune,Hyderabad,2024-02-20,2024-02-22,2024-02-24,Trailer,696,Rain,Moderate,Yes
SHIP017715,Pune,Hyderabad,2023-04-04,2023-04-05,2023-04-08,Container,382,Storm,Light,Yes
SHIP017716,Pune,Bangalore,2023-01-27,2023-02-02,2023-02-05,Container,1950,Fog,Moderate,Yes
SHIP017717,Jaipur,Mumbai,2023-04-14,2023-04-16,2023-04-17,Container,814,Clear,Moderate,Yes
SHIP017718,Bangalore,Ahmedabad,2023-07-12,2023-07-13,2023-07-17,Lorry,388,Rain,Moderate,Yes
